2025-11-26 22:28:35 - step,loss,accuracy
2025-11-27 11:08:46 - 260,6.660156,0.000000
2025-11-27 11:08:46 - 261,6.355469,0.093750
2025-11-27 11:08:46 - 262,6.551758,0.031250
2025-11-27 11:08:46 - 263,6.135417,0.000000
2025-11-27 11:08:46 - 264,6.374023,0.000000
2025-11-27 11:08:46 - 265,6.540039,0.062500
2025-11-27 11:08:46 - 266,6.779297,0.031250
2025-11-27 11:08:46 - 267,6.570312,0.062500
2025-11-27 11:08:46 - 268,6.473633,0.031250
2025-11-27 11:08:46 - 269,6.435547,0.031250
2025-11-27 11:08:46 - 270,6.671875,0.031250
2025-11-27 11:08:46 - 271,6.485352,0.031250
2025-11-27 11:08:46 - 272,6.515625,0.062500
2025-11-27 11:08:46 - 273,6.524414,0.031250
2025-11-27 11:08:46 - 274,6.320312,0.125000
2025-11-27 11:08:46 - 275,6.355469,0.031250
2025-11-27 11:08:46 - 276,6.495117,0.062500
2025-11-27 11:08:46 - 277,6.441406,0.062500
2025-11-27 11:08:46 - 278,6.305664,0.125000
2025-11-27 11:08:46 - 279,6.460938,0.093750
2025-11-27 11:08:46 - 280,6.506836,0.062500
2025-11-27 11:08:46 - 281,6.461914,0.093750
2025-11-27 11:08:46 - 282,6.474609,0.062500
2025-11-27 11:08:46 - 283,6.441406,0.000000
2025-11-27 11:08:46 - 284,6.581055,0.062500
2025-11-27 11:08:46 - 285,6.592773,0.000000
2025-11-27 11:08:46 - 286,6.317383,0.093750
2025-11-27 11:08:46 - 287,6.343750,0.062500
2025-11-27 11:08:46 - 288,6.527344,0.031250
2025-11-27 11:08:46 - 289,6.338867,0.093750
2025-11-27 11:08:46 - 290,6.273438,0.125000
2025-11-27 11:08:46 - 291,6.239258,0.187500
2025-11-27 11:08:46 - 292,6.591797,0.000000
2025-11-27 11:08:46 - 293,6.500000,0.062500
2025-11-27 11:08:46 - 294,6.426758,0.031250
2025-11-27 11:08:46 - 295,6.249023,0.000000
2025-11-27 11:08:46 - 296,6.433594,0.093750
2025-11-27 11:08:46 - 297,6.347656,0.031250
2025-11-27 11:08:46 - 298,6.669922,0.000000
2025-11-27 11:08:46 - 299,6.309570,0.156250
2025-11-27 11:08:46 - 300,6.153320,0.093750
2025-11-27 11:08:52 - 301,6.370117,0.062500
2025-11-27 11:08:52 - 302,6.393555,0.031250
2025-11-27 11:08:52 - 303,6.461914,0.031250
2025-11-27 11:08:52 - 304,6.475586,0.031250
2025-11-27 11:08:52 - 305,6.319336,0.000000
2025-11-27 11:08:52 - 306,6.425781,0.062500
2025-11-27 11:08:52 - 307,6.306641,0.031250
2025-11-27 11:08:52 - 308,6.473633,0.031250
2025-11-27 11:08:52 - 309,6.462891,0.062500
2025-11-27 11:08:52 - 310,6.437500,0.031250
2025-11-27 11:08:52 - 311,6.319336,0.062500
2025-11-27 11:08:52 - 312,6.357422,0.062500
2025-11-27 11:08:52 - 313,6.300781,0.093750
2025-11-27 11:08:52 - 314,6.225586,0.093750
2025-11-27 11:08:52 - 315,6.319336,0.031250
2025-11-27 11:08:52 - 316,6.288086,0.125000
2025-11-27 11:08:52 - 317,6.260742,0.031250
2025-11-27 11:08:52 - 318,6.325195,0.062500
2025-11-27 11:08:52 - 319,6.130859,0.062500
2025-11-27 11:08:52 - 320,6.289062,0.125000
2025-11-27 11:08:52 - 321,6.467773,0.031250
2025-11-27 11:08:52 - 322,6.321289,0.031250
2025-11-27 11:08:52 - 323,6.392578,0.031250
2025-11-27 11:08:52 - 324,6.306641,0.125000
2025-11-27 11:08:52 - 325,6.101562,0.062500
2025-11-27 11:08:52 - 326,6.337891,0.093750
2025-11-27 11:08:52 - 327,6.375977,0.031250
2025-11-27 11:08:52 - 328,6.324219,0.093750
2025-11-27 11:08:52 - 329,6.287109,0.093750
2025-11-27 11:08:52 - 330,6.277344,0.062500
2025-11-27 11:08:52 - 331,6.155273,0.031250
2025-11-27 11:08:52 - 332,6.130859,0.000000
2025-11-27 11:08:52 - 333,6.054688,0.031250
2025-11-27 11:08:52 - 334,6.557617,0.000000
2025-11-27 11:08:52 - 335,6.236328,0.000000
2025-11-27 11:08:52 - 336,6.321289,0.031250
2025-11-27 11:08:52 - 337,6.287109,0.031250
2025-11-27 11:08:52 - 338,6.269531,0.031250
2025-11-27 11:08:52 - 339,6.425781,0.000000
2025-11-27 11:08:52 - 340,6.209961,0.031250
2025-11-27 11:08:52 - 341,6.305664,0.000000
2025-11-27 11:08:52 - 342,6.350586,0.031250
2025-11-27 11:08:52 - 343,6.316406,0.062500
2025-11-27 11:08:52 - 344,6.496094,0.031250
2025-11-27 11:08:52 - 345,6.234375,0.000000
2025-11-27 11:08:52 - 346,6.192383,0.000000
2025-11-27 11:08:52 - 347,6.197266,0.125000
2025-11-27 11:08:52 - 348,6.225586,0.062500
2025-11-27 11:08:52 - 349,6.085938,0.031250
2025-11-27 11:08:52 - 350,6.220703,0.062500
2025-11-27 11:08:52 - 351,6.276367,0.125000
2025-11-27 11:08:52 - 352,6.498047,0.000000
2025-11-27 11:08:52 - 353,6.236328,0.062500
2025-11-27 11:08:52 - 354,6.294922,0.031250
2025-11-27 11:08:52 - 355,6.041016,0.093750
2025-11-27 11:08:52 - 356,6.169922,0.062500
2025-11-27 11:08:52 - 357,6.284180,0.031250
2025-11-27 11:08:52 - 358,6.161133,0.000000
2025-11-27 11:08:52 - 359,6.208984,0.093750
2025-11-27 11:08:52 - 360,6.105469,0.031250
2025-11-27 11:08:52 - 361,6.416992,0.000000
2025-11-27 11:08:52 - 362,6.167969,0.031250
2025-11-27 11:08:52 - 363,6.046875,0.000000
2025-11-27 11:08:52 - 364,6.291016,0.000000
2025-11-27 11:08:52 - 365,6.336914,0.000000
2025-11-27 11:08:52 - 366,6.409180,0.000000
2025-11-27 11:08:52 - 367,6.454102,0.000000
2025-11-27 11:08:52 - 368,6.134766,0.093750
2025-11-27 11:08:52 - 369,6.109375,0.031250
2025-11-27 11:08:52 - 370,6.083984,0.093750
2025-11-27 11:08:52 - 371,6.455078,0.062500
2025-11-27 11:08:52 - 372,6.123047,0.125000
2025-11-27 11:08:52 - 373,6.114258,0.093750
2025-11-27 11:08:52 - 374,5.974609,0.125000
2025-11-27 11:08:52 - 375,5.980469,0.093750
2025-11-27 11:08:52 - 376,6.000000,0.062500
2025-11-27 11:08:52 - 377,6.191406,0.093750
2025-11-27 11:08:52 - 378,6.121094,0.000000
2025-11-27 11:08:52 - 379,6.196289,0.031250
2025-11-27 11:08:52 - 380,6.118164,0.125000
2025-11-27 11:08:52 - 381,5.782227,0.125000
2025-11-27 11:08:52 - 382,5.980469,0.125000
2025-11-27 11:08:52 - 383,6.358398,0.031250
2025-11-27 11:08:52 - 384,6.091797,0.093750
2025-11-27 11:08:52 - 385,5.952148,0.062500
2025-11-27 11:08:52 - 386,5.875000,0.187500
2025-11-27 11:08:52 - 387,5.991211,0.093750
2025-11-27 11:08:52 - 388,6.267578,0.062500
2025-11-27 11:08:52 - 389,6.253906,0.031250
2025-11-27 11:08:52 - 390,6.146484,0.031250
2025-11-27 11:08:52 - 391,6.079102,0.000000
2025-11-27 11:08:52 - 392,6.019531,0.062500
2025-11-27 11:08:52 - 393,6.074219,0.000000
2025-11-27 11:08:52 - 394,6.190430,0.031250
2025-11-27 11:08:52 - 395,5.980469,0.093750
2025-11-27 11:08:52 - 396,6.058594,0.031250
2025-11-27 11:08:52 - 397,6.256836,0.093750
2025-11-27 11:08:52 - 398,5.997070,0.093750
2025-11-27 11:08:52 - 399,5.961914,0.031250
2025-11-27 11:08:52 - 400,6.022461,0.062500
2025-11-27 11:08:59 - 401,6.290039,0.000000
2025-11-27 11:08:59 - 402,6.275391,0.000000
2025-11-27 11:08:59 - 403,5.852539,0.062500
2025-11-27 11:08:59 - 404,5.997070,0.062500
2025-11-27 11:08:59 - 405,6.044922,0.031250
2025-11-27 11:08:59 - 406,5.957031,0.031250
2025-11-27 11:08:59 - 407,5.973633,0.000000
2025-11-27 11:08:59 - 408,5.696289,0.062500
2025-11-27 11:08:59 - 409,5.952148,0.000000
2025-11-27 11:08:59 - 410,6.132812,0.031250
2025-11-27 11:08:59 - 411,6.082031,0.093750
2025-11-27 11:08:59 - 412,5.928711,0.000000
2025-11-27 11:08:59 - 413,5.873047,0.031250
2025-11-27 11:08:59 - 414,5.950195,0.000000
2025-11-27 11:08:59 - 415,5.888672,0.000000
2025-11-27 11:08:59 - 416,6.069336,0.000000
2025-11-27 11:08:59 - 417,5.766602,0.000000
2025-11-27 11:08:59 - 418,6.039062,0.031250
2025-11-27 11:08:59 - 419,6.083008,0.000000
2025-11-27 11:08:59 - 420,5.856445,0.062500
2025-11-27 11:08:59 - 421,5.939453,0.062500
2025-11-27 11:08:59 - 422,6.155273,0.062500
2025-11-27 11:08:59 - 423,5.935547,0.000000
2025-11-27 11:08:59 - 424,5.968750,0.031250
2025-11-27 11:08:59 - 425,5.756836,0.093750
2025-11-27 11:08:59 - 426,6.086914,0.000000
2025-11-27 11:08:59 - 427,5.772461,0.031250
2025-11-27 11:08:59 - 428,5.861328,0.031250
2025-11-27 11:08:59 - 429,5.926758,0.000000
2025-11-27 11:08:59 - 430,5.920898,0.031250
2025-11-27 11:08:59 - 431,5.985352,0.062500
2025-11-27 11:08:59 - 432,5.853516,0.093750
2025-11-27 11:08:59 - 433,5.957031,0.000000
2025-11-27 11:08:59 - 434,5.708984,0.156250
2025-11-27 11:08:59 - 435,6.005859,0.031250
2025-11-27 11:08:59 - 436,5.754883,0.062500
2025-11-27 11:08:59 - 437,6.011719,0.062500
2025-11-27 11:08:59 - 438,6.084961,0.062500
2025-11-27 11:08:59 - 439,5.843750,0.031250
2025-11-27 11:08:59 - 440,5.819336,0.093750
2025-11-27 11:08:59 - 441,5.973633,0.000000
2025-11-27 11:08:59 - 442,5.855469,0.031250
2025-11-27 11:08:59 - 443,5.542969,0.218750
2025-11-27 11:08:59 - 444,5.809570,0.062500
2025-11-27 11:08:59 - 445,5.812500,0.062500
2025-11-27 11:08:59 - 446,5.946289,0.125000
2025-11-27 11:08:59 - 447,5.952148,0.093750
2025-11-27 11:08:59 - 448,5.791992,0.062500
2025-11-27 11:08:59 - 449,5.836914,0.062500
2025-11-27 11:08:59 - 450,5.837891,0.093750
2025-11-27 11:08:59 - 451,5.817383,0.062500
2025-11-27 11:08:59 - 452,5.988281,0.000000
2025-11-27 11:08:59 - 453,5.528320,0.125000
2025-11-27 11:08:59 - 454,5.871094,0.000000
2025-11-27 11:08:59 - 455,5.666992,0.187500
2025-11-27 11:08:59 - 456,5.589844,0.093750
2025-11-27 11:08:59 - 457,5.682617,0.062500
2025-11-27 11:08:59 - 458,5.890625,0.093750
2025-11-27 11:08:59 - 459,6.005859,0.062500
2025-11-27 11:08:59 - 460,5.523438,0.156250
2025-11-27 11:08:59 - 461,5.743164,0.062500
2025-11-27 11:08:59 - 462,5.796875,0.000000
2025-11-27 11:08:59 - 463,5.717773,0.000000
2025-11-27 11:08:59 - 464,5.704102,0.031250
2025-11-27 11:08:59 - 465,5.979492,0.031250
2025-11-27 11:08:59 - 466,5.817383,0.093750
2025-11-27 11:08:59 - 467,5.755859,0.000000
2025-11-27 11:08:59 - 468,5.828125,0.062500
2025-11-27 11:08:59 - 469,5.689453,0.156250
2025-11-27 11:08:59 - 470,5.371094,0.093750
2025-11-27 11:08:59 - 471,5.439453,0.031250
2025-11-27 11:08:59 - 472,5.739258,0.031250
2025-11-27 11:08:59 - 473,5.537109,0.093750
2025-11-27 11:08:59 - 474,5.816406,0.031250
2025-11-27 11:08:59 - 475,5.516602,0.093750
2025-11-27 11:08:59 - 476,5.500977,0.000000
2025-11-27 11:08:59 - 477,5.570312,0.031250
2025-11-27 11:08:59 - 478,5.725586,0.031250
2025-11-27 11:08:59 - 479,5.778320,0.093750
2025-11-27 11:08:59 - 480,5.696289,0.031250
2025-11-27 11:08:59 - 481,5.786133,0.062500
2025-11-27 11:08:59 - 482,5.564453,0.031250
2025-11-27 11:08:59 - 483,5.627930,0.000000
2025-11-27 11:08:59 - 484,5.592773,0.031250
2025-11-27 11:08:59 - 485,5.950195,0.062500
2025-11-27 11:08:59 - 486,5.556641,0.031250
2025-11-27 11:08:59 - 487,5.577148,0.093750
2025-11-27 11:08:59 - 488,5.316406,0.093750
2025-11-27 11:08:59 - 489,5.526367,0.093750
2025-11-27 11:08:59 - 490,5.748047,0.000000
2025-11-27 11:08:59 - 491,5.650391,0.000000
2025-11-27 11:08:59 - 492,5.613281,0.062500
2025-11-27 11:08:59 - 493,5.479492,0.156250
2025-11-27 11:08:59 - 494,5.718750,0.093750
2025-11-27 11:08:59 - 495,5.765625,0.000000
2025-11-27 11:08:59 - 496,5.676758,0.031250
2025-11-27 11:08:59 - 497,5.808594,0.093750
2025-11-27 11:08:59 - 498,5.420898,0.093750
2025-11-27 11:08:59 - 499,5.839844,0.000000
2025-11-27 11:08:59 - 500,5.611328,0.000000
2025-11-27 11:09:06 - 501,5.418945,0.187500
2025-11-27 11:09:06 - 502,5.500977,0.031250
2025-11-27 11:09:06 - 503,5.520508,0.062500
2025-11-27 11:09:06 - 504,5.671875,0.000000
2025-11-27 11:09:06 - 505,5.602539,0.062500
2025-11-27 11:09:06 - 506,5.575195,0.031250
2025-11-27 11:09:06 - 507,5.646484,0.062500
2025-11-27 11:09:06 - 508,5.568359,0.062500
2025-11-27 11:09:06 - 509,5.367676,0.062500
2025-11-27 11:09:06 - 510,5.634277,0.125000
2025-11-27 11:09:06 - 511,5.791016,0.000000
2025-11-27 11:09:06 - 512,5.577148,0.031250
2025-11-27 11:09:06 - 513,5.300781,0.125000
2025-11-27 11:09:06 - 514,5.457031,0.093750
2025-11-27 11:09:06 - 515,5.636719,0.031250
2025-11-27 11:09:06 - 516,5.703125,0.031250
2025-11-27 11:09:06 - 517,5.747070,0.062500
2025-11-27 11:09:06 - 518,5.548828,0.093750
2025-11-27 11:09:06 - 519,5.421875,0.031250
2025-11-27 11:09:06 - 520,5.416992,0.093750
2025-11-27 11:09:06 - 521,5.479492,0.031250
2025-11-27 11:09:06 - 522,5.335938,0.062500
2025-11-27 11:09:06 - 523,5.555176,0.062500
2025-11-27 11:09:06 - 524,5.436523,0.031250
2025-11-27 11:09:06 - 525,5.676758,0.000000
2025-11-27 11:09:06 - 526,5.380371,0.187500
2025-11-27 11:09:06 - 527,5.500977,0.000000
2025-11-27 11:09:06 - 528,5.599121,0.031250
2025-11-27 11:09:06 - 529,5.478027,0.031250
2025-11-27 11:09:06 - 530,5.043945,0.093750
2025-11-27 11:09:06 - 531,5.364258,0.031250
2025-11-27 11:09:06 - 532,5.402832,0.062500
2025-11-27 11:09:06 - 533,5.451172,0.093750
2025-11-27 11:09:06 - 534,5.222168,0.062500
2025-11-27 11:09:06 - 535,5.366699,0.093750
2025-11-27 11:09:06 - 536,5.144043,0.062500
2025-11-27 11:09:06 - 537,5.292969,0.062500
2025-11-27 11:09:06 - 538,5.302246,0.031250
2025-11-27 11:09:06 - 539,5.364258,0.125000
2025-11-27 11:09:06 - 540,5.539062,0.062500
2025-11-27 11:09:06 - 541,5.491699,0.000000
2025-11-27 11:09:06 - 542,5.248535,0.031250
2025-11-27 11:09:06 - 543,5.373047,0.000000
2025-11-27 11:09:06 - 544,5.152832,0.093750
2025-11-27 11:09:06 - 545,5.661133,0.031250
2025-11-27 11:09:06 - 546,5.421387,0.031250
2025-11-27 11:09:06 - 547,5.369141,0.062500
2025-11-27 11:09:06 - 548,5.199219,0.093750
2025-11-27 11:09:06 - 549,5.250000,0.093750
2025-11-27 11:09:06 - 550,5.620117,0.000000
2025-11-27 11:09:06 - 551,5.284180,0.031250
2025-11-27 11:09:06 - 552,5.180176,0.125000
2025-11-27 11:09:06 - 553,5.102051,0.062500
2025-11-27 11:09:06 - 554,5.410645,0.031250
2025-11-27 11:09:06 - 555,5.500000,0.000000
2025-11-27 11:09:06 - 556,5.493164,0.031250
2025-11-27 11:09:06 - 557,5.214355,0.000000
2025-11-27 11:09:06 - 558,5.677246,0.031250
2025-11-27 11:09:06 - 559,5.126953,0.000000
2025-11-27 11:09:06 - 560,5.585449,0.031250
2025-11-27 11:09:06 - 561,5.312012,0.031250
2025-11-27 11:09:06 - 562,5.049316,0.156250
2025-11-27 11:09:06 - 563,5.228516,0.031250
2025-11-27 11:09:06 - 564,5.575195,0.000000
2025-11-27 11:09:06 - 565,5.341309,0.093750
2025-11-27 11:09:06 - 566,5.556641,0.093750
2025-11-27 11:09:06 - 567,5.259766,0.125000
2025-11-27 11:09:06 - 568,5.556641,0.000000
2025-11-27 11:09:06 - 569,5.441406,0.062500
2025-11-27 11:09:06 - 570,5.250000,0.156250
2025-11-27 11:09:06 - 571,5.382812,0.093750
2025-11-27 11:09:06 - 572,5.657715,0.000000
2025-11-27 11:09:06 - 573,5.155762,0.156250
2025-11-27 11:09:06 - 574,5.478516,0.031250
2025-11-27 11:09:06 - 575,5.710449,0.000000
2025-11-27 11:09:06 - 576,5.284668,0.062500
2025-11-27 11:09:06 - 577,5.082520,0.031250
2025-11-27 11:09:06 - 578,5.107422,0.031250
2025-11-27 11:09:06 - 579,5.466797,0.062500
2025-11-27 11:09:06 - 580,5.103516,0.062500
2025-11-27 11:09:06 - 581,4.759277,0.187500
2025-11-27 11:09:06 - 582,5.615234,0.000000
2025-11-27 11:09:06 - 583,5.315430,0.062500
2025-11-27 11:09:06 - 584,5.416016,0.000000
2025-11-27 11:09:06 - 585,5.500000,0.031250
2025-11-27 11:09:06 - 586,5.453613,0.031250
2025-11-27 11:09:06 - 587,5.503906,0.062500
2025-11-27 11:09:06 - 588,5.172852,0.093750
2025-11-27 11:09:06 - 589,5.443848,0.062500
2025-11-27 11:09:06 - 590,4.924316,0.125000
2025-11-27 11:09:06 - 591,5.542969,0.031250
2025-11-27 11:09:06 - 592,5.517578,0.093750
2025-11-27 11:09:06 - 593,5.227051,0.093750
2025-11-27 11:09:06 - 594,5.215820,0.062500
2025-11-27 11:09:06 - 595,5.431641,0.031250
2025-11-27 11:09:06 - 596,5.150391,0.093750
2025-11-27 11:09:06 - 597,4.881348,0.093750
2025-11-27 11:09:06 - 598,5.116211,0.093750
2025-11-27 11:09:06 - 599,5.254883,0.062500
2025-11-27 11:09:06 - 600,4.958008,0.031250
2025-11-27 11:09:13 - 601,5.182129,0.031250
2025-11-27 11:09:13 - 602,5.324219,0.000000
2025-11-27 11:09:13 - 603,5.063965,0.031250
2025-11-27 11:09:13 - 604,5.367188,0.031250
2025-11-27 11:09:13 - 605,5.221191,0.000000
2025-11-27 11:09:13 - 606,5.010254,0.062500
2025-11-27 11:09:13 - 607,4.986328,0.093750
2025-11-27 11:09:13 - 608,5.306641,0.062500
2025-11-27 11:09:13 - 609,5.278809,0.093750
2025-11-27 11:09:13 - 610,5.023926,0.156250
2025-11-27 11:09:13 - 611,4.802246,0.093750
2025-11-27 11:09:13 - 612,5.392578,0.062500
2025-11-27 11:09:13 - 613,5.226562,0.093750
2025-11-27 11:09:13 - 614,5.156250,0.000000
2025-11-27 11:09:13 - 615,5.035156,0.031250
2025-11-27 11:09:13 - 616,5.006348,0.062500
2025-11-27 11:09:13 - 617,4.689453,0.156250
2025-11-27 11:09:13 - 618,4.861328,0.062500
2025-11-27 11:09:13 - 619,5.195312,0.000000
2025-11-27 11:09:13 - 620,5.158691,0.031250
2025-11-27 11:09:13 - 621,5.113770,0.031250
2025-11-27 11:09:13 - 622,5.013184,0.093750
2025-11-27 11:09:13 - 623,5.064941,0.062500
2025-11-27 11:09:13 - 624,5.092285,0.062500
2025-11-27 11:09:13 - 625,5.402344,0.062500
2025-11-27 11:09:13 - 626,5.008301,0.000000
2025-11-27 11:09:13 - 627,5.193359,0.093750
2025-11-27 11:09:13 - 628,5.081543,0.062500
2025-11-27 11:09:13 - 629,5.330566,0.031250
2025-11-27 11:09:13 - 630,4.708496,0.093750
2025-11-27 11:09:13 - 631,4.292969,0.187500
2025-11-27 11:09:13 - 632,5.284180,0.031250
2025-11-27 11:09:13 - 633,5.416504,0.062500
2025-11-27 11:09:13 - 634,5.159668,0.062500
2025-11-27 11:09:13 - 635,5.201172,0.000000
2025-11-27 11:09:13 - 636,5.102539,0.000000
2025-11-27 11:09:13 - 637,5.047852,0.000000
2025-11-27 11:09:13 - 638,5.310547,0.093750
2025-11-27 11:09:13 - 639,4.631348,0.218750
2025-11-27 11:09:13 - 640,4.927246,0.062500
2025-11-27 11:09:13 - 641,4.623047,0.125000
2025-11-27 11:09:13 - 642,5.401367,0.031250
2025-11-27 11:09:13 - 643,4.913086,0.000000
2025-11-27 11:09:13 - 644,4.821289,0.125000
2025-11-27 11:09:13 - 645,5.044922,0.031250
2025-11-27 11:09:13 - 646,4.850098,0.062500
2025-11-27 11:09:13 - 647,4.840332,0.125000
2025-11-27 11:09:13 - 648,4.918457,0.062500
2025-11-27 11:09:13 - 649,4.813965,0.125000
2025-11-27 11:09:13 - 650,4.990723,0.000000
2025-11-27 11:09:13 - 651,4.952637,0.093750
2025-11-27 11:09:13 - 652,4.984863,0.062500
2025-11-27 11:09:13 - 653,4.987793,0.000000
2025-11-27 11:09:13 - 654,5.153809,0.093750
2025-11-27 11:09:13 - 655,5.056152,0.000000
2025-11-27 11:09:13 - 656,5.045410,0.062500
2025-11-27 11:09:13 - 657,4.911133,0.031250
2025-11-27 11:09:13 - 658,4.741211,0.093750
2025-11-27 11:09:13 - 659,5.282715,0.125000
2025-11-27 11:09:13 - 660,4.827637,0.125000
2025-11-27 11:09:13 - 661,4.970703,0.031250
2025-11-27 11:09:13 - 662,4.989258,0.062500
2025-11-27 11:09:13 - 663,4.884277,0.031250
2025-11-27 11:09:13 - 664,5.531738,0.031250
2025-11-27 11:09:13 - 665,4.878418,0.031250
2025-11-27 11:09:13 - 666,4.930664,0.000000
2025-11-27 11:09:13 - 667,4.697266,0.062500
2025-11-27 11:09:13 - 668,5.291016,0.125000
2025-11-27 11:09:13 - 669,5.048340,0.031250
2025-11-27 11:09:13 - 670,4.993652,0.031250
2025-11-27 11:09:13 - 671,5.245117,0.062500
2025-11-27 11:09:13 - 672,4.657227,0.031250
2025-11-27 11:09:13 - 673,4.645996,0.062500
2025-11-27 11:09:13 - 674,4.876953,0.062500
2025-11-27 11:09:13 - 675,4.950195,0.031250
2025-11-27 11:09:13 - 676,5.007812,0.093750
2025-11-27 11:09:13 - 677,4.517090,0.093750
2025-11-27 11:09:13 - 678,4.371094,0.093750
2025-11-27 11:09:13 - 679,4.890625,0.031250
2025-11-27 11:09:13 - 680,4.968262,0.093750
2025-11-27 11:09:13 - 681,4.660645,0.062500
2025-11-27 11:09:13 - 682,4.922363,0.093750
2025-11-27 11:09:13 - 683,4.905762,0.187500
2025-11-27 11:09:13 - 684,4.393066,0.187500
2025-11-27 11:09:13 - 685,4.639160,0.125000
2025-11-27 11:09:13 - 686,4.796875,0.093750
2025-11-27 11:09:13 - 687,4.975586,0.000000
2025-11-27 11:09:13 - 688,5.244141,0.062500
2025-11-27 11:09:13 - 689,4.666504,0.125000
2025-11-27 11:09:13 - 690,4.611328,0.125000
2025-11-27 11:09:13 - 691,4.438477,0.093750
2025-11-27 11:09:13 - 692,4.609375,0.093750
2025-11-27 11:09:13 - 693,5.014648,0.062500
2025-11-27 11:09:13 - 694,5.023438,0.062500
2025-11-27 11:09:13 - 695,4.829102,0.093750
2025-11-27 11:09:13 - 696,5.098633,0.093750
2025-11-27 11:09:13 - 697,4.528320,0.031250
2025-11-27 11:09:13 - 698,4.406738,0.093750
2025-11-27 11:09:13 - 699,4.528809,0.156250
2025-11-27 11:09:13 - 700,5.167480,0.031250
2025-11-27 11:09:21 - 701,4.476562,0.093750
2025-11-27 11:09:21 - 702,5.418457,0.000000
2025-11-27 11:09:21 - 703,4.957031,0.031250
2025-11-27 11:09:21 - 704,4.311523,0.031250
2025-11-27 11:09:21 - 705,4.693848,0.093750
2025-11-27 11:09:21 - 706,4.507812,0.062500
2025-11-27 11:09:21 - 707,4.532227,0.187500
2025-11-27 11:09:21 - 708,4.897461,0.125000
2025-11-27 11:09:21 - 709,4.458984,0.031250
2025-11-27 11:09:21 - 710,4.860840,0.000000
2025-11-27 11:09:21 - 711,4.752441,0.156250
2025-11-27 11:09:21 - 712,4.795410,0.031250
2025-11-27 11:09:21 - 713,4.602539,0.062500
2025-11-27 11:09:21 - 714,4.623047,0.093750
2025-11-27 11:09:21 - 715,5.101074,0.031250
2025-11-27 11:09:21 - 716,4.677246,0.125000
2025-11-27 11:09:21 - 717,4.696777,0.093750
2025-11-27 11:09:21 - 718,4.621094,0.031250
2025-11-27 11:09:21 - 719,4.567383,0.000000
2025-11-27 11:09:21 - 720,4.705078,0.093750
2025-11-27 11:09:21 - 721,4.830566,0.125000
2025-11-27 11:09:21 - 722,4.722656,0.156250
2025-11-27 11:09:21 - 723,4.695312,0.093750
2025-11-27 11:09:21 - 724,4.159180,0.125000
2025-11-27 11:09:21 - 725,4.993652,0.062500
2025-11-27 11:09:21 - 726,4.704102,0.187500
2025-11-27 11:09:21 - 727,5.075684,0.062500
2025-11-27 11:09:21 - 728,4.843262,0.093750
2025-11-27 11:09:21 - 729,4.735352,0.218750
2025-11-27 11:09:21 - 730,4.286133,0.093750
2025-11-27 11:09:21 - 731,5.466797,0.031250
2025-11-27 11:09:21 - 732,4.704102,0.031250
2025-11-27 11:09:21 - 733,5.160156,0.031250
2025-11-27 11:09:21 - 734,4.494141,0.062500
2025-11-27 11:09:21 - 735,5.062012,0.000000
2025-11-27 11:09:21 - 736,4.611328,0.156250
2025-11-27 11:09:21 - 737,4.481445,0.156250
2025-11-27 11:09:21 - 738,4.054199,0.125000
2025-11-27 11:09:21 - 739,4.689941,0.125000
2025-11-27 11:09:21 - 740,4.429199,0.031250
2025-11-27 11:09:21 - 741,4.833984,0.031250
2025-11-27 11:09:21 - 742,4.869629,0.062500
2025-11-27 11:09:21 - 743,4.938477,0.062500
2025-11-27 11:09:21 - 744,4.741699,0.062500
2025-11-27 11:09:21 - 745,4.813965,0.031250
2025-11-27 11:09:21 - 746,5.031738,0.031250
2025-11-27 11:09:21 - 747,5.428711,0.031250
2025-11-27 11:09:21 - 748,4.897949,0.093750
2025-11-27 11:09:21 - 749,5.073242,0.000000
2025-11-27 11:09:21 - 750,4.915527,0.062500
2025-11-27 11:09:21 - 751,4.755859,0.093750
2025-11-27 11:09:21 - 752,4.837402,0.031250
2025-11-27 11:09:21 - 753,4.928711,0.093750
2025-11-27 11:09:21 - 754,4.988770,0.000000
2025-11-27 11:09:21 - 755,4.417969,0.125000
2025-11-27 11:09:21 - 756,5.092285,0.062500
2025-11-27 11:09:21 - 757,4.788574,0.031250
2025-11-27 11:09:21 - 758,4.384277,0.125000
2025-11-27 11:09:21 - 759,4.272949,0.125000
2025-11-27 11:09:21 - 760,4.383789,0.187500
2025-11-27 11:09:21 - 761,4.567871,0.093750
2025-11-27 11:09:21 - 762,4.705566,0.000000
2025-11-27 11:09:21 - 763,4.896973,0.031250
2025-11-27 11:09:21 - 764,4.739258,0.093750
2025-11-27 11:09:21 - 765,4.916016,0.062500
2025-11-27 11:09:21 - 766,4.692871,0.031250
2025-11-27 11:09:21 - 767,4.687500,0.062500
2025-11-27 11:09:21 - 768,4.788086,0.062500
2025-11-27 11:09:21 - 769,4.637207,0.093750
2025-11-27 11:09:21 - 770,4.819336,0.031250
2025-11-27 11:09:21 - 771,4.400879,0.062500
2025-11-27 11:09:21 - 772,4.656250,0.062500
2025-11-27 11:09:21 - 773,4.206055,0.156250
2025-11-27 11:09:21 - 774,4.925781,0.093750
2025-11-27 11:09:21 - 775,4.362793,0.125000
2025-11-27 11:09:21 - 776,4.784180,0.000000
